material_id,band_gap,is_gap_direct,symmetry.crystal_system
mp-1197599,2.4602,False,trigonal
mp-680202,0.1452,False,orthorhombic
mp-1193238,0.7501000000000001,True,orthorhombic
mp-1190916,2.020299999999999,False,monoclinic
mp-1197464,2.1281,True,monoclinic
mp-561380,1.1402,False,triclinic
mp-18068,1.627299999999999,False,monoclinic
mp-558768,0.0001,False,monoclinic
mp-29163,1.2999,True,monoclinic
mp-32537,1.9614,False,triclinic
mp-637188,1.7809,False,orthorhombic
mp-4431,1.177099999999999,False,trigonal
mp-555843,1.6989,False,trigonal
mp-561620,1.627799999999999,False,monoclinic
mp-9538,0.35760000000000003,True,orthorhombic
mp-5145,0.845299999999999,False,trigonal
mp-662599,0.9037000000000001,False,orthorhombic
mp-27554,0.18029999999999902,True,cubic
mp-3172,0.023499999999999,True,cubic
mp-1194638,1.8021,False,orthorhombic
mp-561550,0.8717,False,trigonal
mp-505145,1.546999999999999,False,tetragonal
mp-1198516,1.356599999999999,False,monoclinic
mp-562248,2.102999999999999,False,triclinic
mp-562412,0.306899999999999,False,monoclinic
mp-17862,0.5388000000000001,False,cubic
mp-695941,2.1569,True,orthorhombic
mp-562667,2.1573,True,orthorhombic
mp-27821,0.8305999999999991,False,monoclinic
mp-695967,0.8478,False,trigonal
mp-4198,0.17849999999999902,False,cubic
mp-12459,0.9914000000000001,True,orthorhombic
mp-30908,0.174399999999999,True,orthorhombic
mp-1105645,0.2964,False,orthorhombic
mp-22995,0.5478000000000001,False,trigonal
mp-558189,0.6242999999999991,False,cubic
mp-556747,1.0703,False,cubic
mp-1195261,0.012499999999999001,False,cubic
mp-1104271,1.8371,False,trigonal
mp-4515,0.9521000000000001,False,trigonal
mp-555269,1.5142,False,monoclinic
mp-6476,0.5603,False,trigonal
mp-17568,0.21549999999999903,False,cubic
mp-29849,0.5034000000000001,False,monoclinic
mp-5710,0.17250000000000001,False,cubic
mp-684006,0.6233000000000001,True,monoclinic
mp-28996,1.7207999999999992,True,orthorhombic
mp-542199,0.463099999999999,False,monoclinic
mp-558550,1.7787000000000002,True,orthorhombic
mp-27482,1.6556000000000002,False,monoclinic
mp-553924,0.9546000000000001,False,monoclinic
mp-560947,0.670199999999999,True,orthorhombic
mp-556570,1.2752,False,orthorhombic
mp-1195808,0.22930000000000003,True,cubic
mp-554357,0.0041999999999990005,False,monoclinic
mp-1199607,0.6883,False,cubic
mp-28812,1.5002,False,monoclinic
mp-29536,1.9781,False,tetragonal
mp-5563,0.7290999999999991,False,monoclinic
mp-568540,0.9788000000000001,True,monoclinic
mp-554648,0.0205,False,trigonal
mp-559847,1.2689,False,orthorhombic
mp-1191916,0.30759999999999904,False,tetragonal
mp-4004,0.5945,False,orthorhombic
mp-569467,0.23160000000000003,True,monoclinic
mp-573465,0.198499999999999,True,orthorhombic
mp-1191803,0.47129999999999905,False,tetragonal
mp-15487,0.008799999999999001,False,monoclinic
mp-1205440,1.8778000000000001,False,triclinic
mp-1204185,2.4678,False,monoclinic
mp-15077,0.7299000000000001,True,cubic
mp-683910,1.455899999999999,False,monoclinic
mp-1197032,0.9116000000000001,True,cubic
mp-8594,0.7841,True,cubic
mp-679950,0.2621,True,monoclinic
mp-9770,0.6102000000000001,True,orthorhombic
mp-15645,0.535099999999999,True,orthorhombic
mp-17984,0.0009999999999990002,False,orthorhombic
mp-651048,0.5601,False,orthorhombic
mp-1195618,0.026499999999999004,False,monoclinic
mp-556837,2.765,False,monoclinic
mp-1191037,1.6736,True,monoclinic
mp-985701,0.8362,False,triclinic
mp-554710,2.6314,False,tetragonal
mp-558950,0.5930000000000001,True,orthorhombic
mp-22665,1.385999999999999,False,monoclinic
mp-1196797,1.8455,False,triclinic
mp-13740,1.4968,False,trigonal
mp-542609,1.577699999999999,True,monoclinic
mp-649756,1.8836,True,orthorhombic
mp-570340,0.8406,False,monoclinic
mp-16060,1.0268,False,tetragonal
mp-10413,4.2798,False,cubic
mp-738633,3.9999000000000002,True,monoclinic
mp-1204520,1.9977,False,monoclinic
mp-703539,3.296399999999999,False,orthorhombic
mp-1194753,2.3274,False,orthorhombic
mp-1194697,2.7748,True,orthorhombic
mp-12021,3.157,True,orthorhombic
mp-24058,3.044,True,orthorhombic
mp-759882,3.8049,False,triclinic
mp-559803,1.285299999999999,True,orthorhombic
mp-559834,2.5739,True,monoclinic
mp-557494,2.8918,False,triclinic
mp-1195262,2.4344,False,monoclinic
mp-556434,1.183799999999999,False,triclinic
mp-569126,1.2778,False,trigonal
mp-1192345,2.9907,True,monoclinic
mp-28965,0.3971,False,triclinic
mp-558368,0.7834000000000001,False,monoclinic
mp-569939,0.549999999999999,False,monoclinic
mp-23474,0.5262,False,monoclinic
mp-29678,0.5212,False,trigonal
mp-556094,1.0752,True,orthorhombic
mp-27916,0.23409999999999903,False,trigonal
mp-23231,0.730399999999999,False,cubic
mp-570301,0.6990000000000001,False,monoclinic
mp-567459,3.7361,False,orthorhombic
mp-616521,3.577499999999999,False,trigonal
mp-650510,1.5590000000000002,False,orthorhombic
mp-1183029,2.3561,False,monoclinic
mp-29672,3.4634,False,orthorhombic
mp-561205,2.4341,False,triclinic
mp-1183000,0.000399999999999,False,tetragonal
mp-9519,3.6601,False,trigonal
mp-560460,2.4627,False,orthorhombic
mp-545730,1.301899999999999,False,orthorhombic
mp-6070,2.3532,False,orthorhombic
mp-6781,3.0696,False,monoclinic
mp-6814,2.8161,False,trigonal
mp-5282,2.3498,False,monoclinic
mp-1188917,2.7068,False,trigonal
mp-562550,2.279699999999999,True,orthorhombic
mp-6050,2.692199999999999,False,monoclinic
mp-22922,0.9522,False,cubic
mp-570687,0.8720000000000001,False,monoclinic
mp-570858,0.44379999999999903,False,orthorhombic
mp-1079156,0.9151,False,orthorhombic
mp-22959,0.9630000000000001,False,orthorhombic
mp-552169,0.911899999999999,False,orthorhombic
mp-27941,2.3983,False,tetragonal
mp-1191267,2.6793,True,orthorhombic
mp-22993,2.3558,False,tetragonal
mp-551758,2.3744,False,cubic
mp-1197263,2.1401,False,monoclinic
mp-1204384,0.308399999999999,False,monoclinic
mp-560182,3.4618,False,monoclinic
mp-1196463,2.8994,False,monoclinic
mp-698405,1.8235000000000001,False,monoclinic
mp-1200633,1.238,False,monoclinic
mp-560619,2.9047,False,orthorhombic
mp-1203884,3.4709,False,orthorhombic
mp-1200476,3.0284,False,triclinic
mp-1200682,3.103,False,monoclinic
mp-1199390,3.2499000000000002,True,monoclinic
mp-1202475,3.3139,False,triclinic
mp-1205035,0.029199999999999,True,tetragonal
mp-707277,3.2954,True,orthorhombic
mp-1192660,1.9599000000000002,False,tetragonal
mp-24053,2.8242000000000003,False,orthorhombic
mp-697268,3.0727,True,orthorhombic
mp-1205047,3.46,True,triclinic
mp-849798,3.1878,True,tetragonal
mp-1196199,3.157599999999999,True,tetragonal
mp-1200371,2.354,True,tetragonal
mp-1102571,2.4608,False,monoclinic
mp-1193968,3.0167,False,orthorhombic
mp-707364,0.8284,False,monoclinic
mp-1201812,2.6044,True,orthorhombic
mp-643431,1.7101000000000002,False,tetragonal
mp-24072,3.6925,False,monoclinic
mp-1202721,1.992,False,monoclinic
mp-698351,2.4611,False,monoclinic
mp-1194934,2.8991000000000002,True,monoclinic
mp-1204011,2.2819000000000003,False,monoclinic
mp-1202066,2.9647,True,monoclinic
mp-1199373,3.3939,False,monoclinic
mp-1205234,3.464,False,orthorhombic
mp-1200006,2.8782,True,orthorhombic
mp-759408,3.848799999999999,False,triclinic
mp-605808,3.485299999999999,False,monoclinic
mp-559423,3.3148,True,orthorhombic
mp-605676,3.1637,True,orthorhombic
mp-1201826,3.2944,True,monoclinic
mp-555250,3.1765,False,triclinic
mp-1195948,3.1811,False,orthorhombic
mp-558188,0.738599999999999,True,orthorhombic
mp-560443,0.5517000000000001,False,orthorhombic
mp-556798,1.1892,True,orthorhombic
mp-567890,0.7838,True,monoclinic
mp-12362,0.709299999999999,True,trigonal
mp-6215,1.2453,False,monoclinic
mp-560067,1.2604,False,orthorhombic
mp-23140,1.3584,True,orthorhombic
mp-558446,1.1391,False,orthorhombic
mp-22894,1.3877000000000002,True,hexagonal
mp-22919,0.7684000000000001,False,cubic
mp-22925,1.3674,True,cubic
mp-567809,1.5986,True,tetragonal
mp-568927,0.9588999999999991,False,monoclinic
mp-580941,1.3759000000000001,True,hexagonal
mp-1194592,2.2937,False,tetragonal
mp-1195485,2.279,False,orthorhombic
mp-1202188,1.806899999999999,False,orthorhombic
mp-27384,2.4375,False,orthorhombic
mp-30037,0.11079999999999901,False,tetragonal
mp-14973,2.024299999999999,False,monoclinic
mp-17427,1.9584000000000001,False,monoclinic
mp-19467,1.6215000000000002,False,triclinic
mp-603946,2.1547,False,triclinic
mp-680482,2.0242,False,triclinic
mp-1103149,1.035999999999999,False,tetragonal
mp-14029,2.1219,False,monoclinic
mp-1196722,0.41530000000000006,True,orthorhombic
mp-2247,1.5714000000000001,False,orthorhombic
mp-571297,1.631499999999999,True,tetragonal
mp-644729,1.979299999999999,False,orthorhombic
mp-5770,1.7868,False,orthorhombic
mp-552185,1.853899999999999,False,trigonal
mp-638686,2.008899999999999,True,orthorhombic
mp-669466,2.0027,True,orthorhombic
mp-8196,1.7204000000000002,False,trigonal
mp-1079720,0.115999999999999,False,monoclinic
mp-1288,0.1826,False,tetragonal
mp-1189095,1.1378,False,trigonal
mp-1194585,1.9686000000000001,True,monoclinic
mp-1195243,1.2132,False,triclinic
mp-8200,0.6586999999999991,False,monoclinic
mp-696992,3.3529,True,monoclinic
mp-1201487,2.1822,False,monoclinic
mp-18702,2.0232,False,monoclinic
mp-5470,1.3228,False,monoclinic
mp-621612,1.9341,True,monoclinic
mp-560923,2.4109,False,tetragonal
mp-559470,0.18829999999999902,True,tetragonal
mp-1193499,1.4039000000000001,False,triclinic
mp-1018033,0.621799999999999,False,trigonal
mp-1202574,0.18779999999999902,True,monoclinic
mp-1204157,0.0001,True,trigonal
mp-1183033,0.06519999999999901,False,monoclinic
mp-559602,2.7813,False,monoclinic
mp-1202255,1.175,True,monoclinic
mp-14653,0.5397999999999991,False,triclinic
mp-1198276,1.116299999999999,True,monoclinic
mp-1194141,3.1523,True,monoclinic
mp-640564,1.4658,False,monoclinic
mp-3414,1.7739,True,cubic
mp-690698,2.8326000000000002,False,orthorhombic
mp-540872,0.094599999999999,False,cubic
mp-545999,0.133299999999999,True,trigonal
mp-560848,1.0857,False,monoclinic
mp-605863,0.5552,False,monoclinic
mp-1199019,2.555399999999999,False,monoclinic
mp-1205392,1.312699999999999,False,monoclinic
mp-3922,1.3716,False,monoclinic
mp-555028,0.8025,False,triclinic
mp-569052,1.396399999999999,False,orthorhombic
mp-10809,0.405599999999999,False,triclinic
mp-568761,0.2411,False,orthorhombic
mp-570431,1.0025,False,orthorhombic
mp-559562,2.0214,False,orthorhombic
mp-558637,1.6662,False,monoclinic
mp-559257,1.5732,False,monoclinic
mp-561489,1.1676,False,monoclinic
mp-29718,2.6891,False,monoclinic
mp-28586,1.2006000000000001,False,tetragonal
mp-1198361,1.4598,True,hexagonal
mp-1188939,2.5052,False,trigonal
mp-27540,5.009,False,monoclinic
mp-560196,5.2187,True,monoclinic
mp-560572,5.2041,False,monoclinic
mp-985293,5.8109,False,orthorhombic
mp-672352,1.7285,True,monoclinic
mp-555903,3.346599999999999,False,hexagonal
mp-554868,0.11040000000000001,False,trigonal
mp-1019377,5.9631,False,monoclinic
mp-14011,5.712400000000001,True,cubic
mp-540549,5.8053,False,monoclinic
mp-559996,5.5151,False,trigonal
mp-683984,1.1219000000000001,False,orthorhombic
mp-574529,1.4066,True,orthorhombic
mp-731836,0.009300000000000001,True,monoclinic
mp-726892,0.3647,False,monoclinic
mp-732264,3.0304,False,triclinic
mp-540628,1.3271,True,orthorhombic
mp-28790,3.1285,False,monoclinic
mp-706657,4.3438,False,cubic
mp-29110,0.230299999999999,True,triclinic
mp-19521,3.7134,False,orthorhombic
mp-559796,3.7649,False,monoclinic
mp-1193708,2.2406,True,monoclinic
mp-4417,6.0272,False,trigonal
mp-1182999,4.5346,False,monoclinic
mp-19516,4.6158,False,orthorhombic
mp-542093,4.5354,False,monoclinic
mp-1194539,1.9031999999999991,True,hexagonal
mp-572634,3.441,True,orthorhombic
mp-1199198,5.5664,False,orthorhombic
mp-1197319,1.185,False,monoclinic
mp-1204779,1.3157,True,monoclinic
mp-557737,2.6364,False,tetragonal
mp-571623,2.2404,False,tetragonal
mp-14047,3.1407,False,cubic
mp-28361,3.708199999999999,False,monoclinic
mp-5928,2.7262999999999993,False,tetragonal
mp-9993,2.462299999999999,False,cubic
mp-3159,2.004699999999999,True,tetragonal
mp-3807,1.261099999999999,False,cubic
mp-7909,1.6245,True,tetragonal
mp-6186,2.9748,True,cubic
mp-540759,0.343199999999999,False,monoclinic
mp-36447,3.0024,False,cubic
mp-1204067,0.008100000000000001,False,monoclinic
mp-1205208,0.13339999999999902,False,monoclinic
mp-607399,0.927099999999999,True,orthorhombic
mp-1195160,1.2722,True,hexagonal
mp-23434,0.5594,True,monoclinic
mp-557084,0.9716000000000001,False,orthorhombic
mp-1198093,0.0478,False,orthorhombic
mp-6172,3.826900000000001,False,cubic
mp-1199432,4.0407,False,triclinic
mp-643346,3.8758,False,monoclinic
mp-561437,4.0658,True,orthorhombic
mp-9751,3.409799999999999,True,monoclinic
mp-757796,5.8156,False,monoclinic
mp-707424,4.745100000000001,False,hexagonal
mp-740731,4.6417,False,trigonal
mp-1202430,5.3509,True,monoclinic
mp-850293,5.574,False,monoclinic
mp-720965,0.020900000000000002,True,monoclinic
mp-27346,2.5631,False,monoclinic
mp-1104053,1.304899999999999,False,cubic
mp-7906,2.0244,False,tetragonal
mp-1103510,0.38209999999999905,False,cubic
mp-3038,1.4253999999999991,True,tetragonal
mp-7910,1.1108,True,tetragonal
mp-605912,0.5434,False,monoclinic
mp-688785,3.3947,False,cubic
mp-1143,5.853700000000001,True,trigonal
mp-1938,5.313199999999999,True,orthorhombic
mp-2254,4.8274,True,orthorhombic
mp-7048,4.4553,False,monoclinic
mp-7188,0.28989999999999905,False,tetragonal
mp-706302,0.31520000000000004,False,orthorhombic
mp-708964,5.5491,False,monoclinic
mp-23819,5.3986,True,monoclinic
mp-23995,6.2699,False,hexagonal
mp-605108,5.8945,False,monoclinic
mp-709723,5.2254,True,monoclinic
mp-556858,4.7351,False,trigonal
mp-1193864,5.2448,True,monoclinic
mp-1204519,0.004399999999999,False,orthorhombic
mp-14941,5.266,False,monoclinic
mp-21892,3.9425,True,orthorhombic
mp-1103722,2.5904,True,orthorhombic
mp-27452,1.686,False,monoclinic
mp-680477,2.0191,False,triclinic
mp-10910,0.086399999999999,False,orthorhombic
mp-1079029,2.4329,False,trigonal
mp-684638,2.0693,False,tetragonal
mp-699208,1.025,False,triclinic
mp-1196459,1.801899999999999,True,monoclinic
mp-11674,1.8004,False,monoclinic
mp-6280,5.6953,True,orthorhombic
mp-1198111,0.065899999999999,False,monoclinic
mp-1198588,4.866300000000001,False,monoclinic
mp-541152,4.9851,False,triclinic
mp-698132,4.9007000000000005,False,monoclinic
mp-721216,4.9329,False,monoclinic
mp-1192629,0.24099999999999902,False,monoclinic
mp-1192646,0.3175,False,monoclinic
mp-1194176,0.0594,False,triclinic
mp-1201477,0.23190000000000002,True,monoclinic
mp-561246,2.824899999999999,True,orthorhombic
mp-1194510,4.3038,False,monoclinic
mp-1195073,4.2562,True,monoclinic
mp-1196145,4.2501,False,monoclinic
mp-706243,4.9127,True,monoclinic
mp-707135,4.1738,True,triclinic
mp-4753,4.8382000000000005,True,orthorhombic
mp-4934,4.992799999999999,False,orthorhombic
mp-5065,5.403799999999999,False,triclinic
mp-640357,4.0672,False,triclinic
mp-560633,3.9866,False,monoclinic
mp-1192488,0.0044999999999990005,False,triclinic
mp-540629,1.4498,False,monoclinic
mp-29502,1.854,False,monoclinic
mp-9254,1.046099999999999,False,monoclinic
mp-1199100,3.4362999999999992,False,orthorhombic
mp-568443,0.8418000000000001,False,monoclinic
mp-2908,3.845999999999999,False,cubic
mp-4842,2.4934,False,cubic
mp-1104860,1.378899999999999,False,cubic
mp-7907,2.1529,True,tetragonal
mp-7908,1.625099999999999,True,tetragonal
mp-645282,1.6320000000000001,True,trigonal
mp-646102,1.5753,False,trigonal
mp-645326,1.3146,True,orthorhombic
mp-1196246,0.0131,False,triclinic
mp-698160,5.1585,False,triclinic
mp-1202100,5.2435,False,orthorhombic
mp-1204696,0.955399999999999,False,orthorhombic
mp-772922,5.31,False,monoclinic
mp-699455,4.978899999999999,False,monoclinic
mp-738697,5.3507,False,triclinic
mp-1200028,0.061699999999999006,False,triclinic
mp-1199974,5.1093,True,tetragonal
mp-541732,5.1871,False,tetragonal
mp-558703,5.157599999999999,False,triclinic
mp-558775,5.0114,False,tetragonal
mp-24601,5.476000000000001,False,triclinic
mp-1200284,0.064099999999999,False,orthorhombic
mp-28693,2.1166,False,orthorhombic
mp-31408,5.8172999999999995,False,trigonal
mp-23426,2.800199999999999,True,orthorhombic
mp-1591,1.3154,False,trigonal
mp-10990,0.13470000000000001,False,orthorhombic
mp-13703,3.823299999999999,False,orthorhombic
mp-1190488,3.0642,True,monoclinic
mp-19348,1.7495,True,monoclinic
mp-1204107,3.862699999999999,True,orthorhombic
mp-1199608,0.871,True,cubic
mp-706709,5.5706,False,monoclinic
mp-709031,1.0314,False,triclinic
mp-1201890,0.012799999999999001,False,monoclinic
mp-3281,4.9384999999999994,False,orthorhombic
mp-570079,0.8374,False,hexagonal
mp-696529,4.3283000000000005,True,hexagonal
mp-6738,6.1148,False,hexagonal
mp-5798,0.115399999999999,False,trigonal
mp-9203,2.7127,False,cubic
mp-9535,2.5652,False,cubic
mp-1202099,1.1467,False,triclinic
mp-1190320,0.49010000000000004,False,trigonal
mp-775365,5.561,False,triclinic
mp-28759,2.7961,False,monoclinic
mp-1019381,4.9414,True,orthorhombic
mp-14506,1.0799,False,trigonal
mp-13875,2.8336,True,cubic
mp-744386,0.3811,False,monoclinic
mp-11794,0.825199999999999,False,orthorhombic
mp-9631,1.4090999999999991,False,hexagonal
mp-5782,1.8992,True,tetragonal
mp-7885,1.7077,False,trigonal
mp-14091,1.135199999999999,True,tetragonal
mp-14092,1.0469,True,tetragonal
mp-2172,1.503699999999999,False,cubic
mp-542678,3.8112,False,orthorhombic
mp-567734,2.1167,True,monoclinic
mp-558360,2.2534,False,monoclinic
mp-5189,3.865,False,trigonal
mp-7849,4.2634,True,tetragonal
mp-1194655,5.5447,False,monoclinic
mp-1200535,2.5429,False,monoclinic
mp-1205240,5.535500000000001,True,orthorhombic
mp-706662,1.2182,False,monoclinic
mp-1205009,3.3489,True,monoclinic
mp-1195438,0.018499999999999,True,cubic
mp-8110,5.8392,False,trigonal
mp-24757,5.4268,True,monoclinic
mp-558137,2.940799999999999,True,orthorhombic
mp-559276,3.0805,False,orthorhombic
mp-1190020,1.1162,False,triclinic
mp-1200931,0.8872,False,monoclinic
mp-31268,2.5722,True,triclinic
mp-672273,3.7568,False,monoclinic
mp-551918,2.977899999999999,False,trigonal
mp-561350,2.8305,False,tetragonal
mp-637206,2.542399999999999,False,tetragonal
mp-628665,2.1634,False,tetragonal
mp-23288,4.0992,True,monoclinic
mp-1202918,0.344199999999999,True,orthorhombic
mp-607454,2.5682,False,triclinic
mp-1105616,0.9859999999999991,False,monoclinic
mp-1102961,2.761,False,triclinic
mp-25469,5.263,False,monoclinic
mp-27863,5.593999999999999,False,orthorhombic
mp-1203164,0.46239999999999903,False,orthorhombic
mp-1196580,0.3982,False,monoclinic
mp-1201081,3.412,False,triclinic
mp-1202327,0.18480000000000002,False,monoclinic
mp-1201631,0.5487000000000001,True,trigonal
mp-560271,0.4476,False,monoclinic
mp-1102536,2.1451000000000002,False,tetragonal
mp-1191076,2.532899999999999,True,orthorhombic
mp-28020,2.5112,False,tetragonal
mp-706670,0.897699999999999,False,triclinic
mp-3098,1.8148,False,hexagonal
mp-3748,1.7978,False,trigonal
mp-4979,1.6756,True,tetragonal
mp-8016,0.8921999999999991,True,tetragonal
mp-8017,1.0186,True,tetragonal
mp-1103295,7.4257,False,trigonal
mp-1323,7.4026,True,tetragonal
mp-468,7.6012,True,trigonal
mp-555026,7.4176,False,tetragonal
mp-559871,7.5230999999999995,True,orthorhombic
mp-8039,7.420299999999999,False,cubic
mp-28901,4.2584,False,orthorhombic
mp-21216,1.9962,False,orthorhombic
mp-17477,0.5231,False,monoclinic
mp-541111,4.2234,True,monoclinic
mp-568107,3.8643,False,triclinic
mp-1199566,4.7222,False,monoclinic
mp-1200757,4.918900000000001,True,monoclinic
mp-24618,6.3073,True,orthorhombic
mp-730446,5.7307,True,orthorhombic
mp-722527,5.6133,True,monoclinic
mp-1204288,3.7497,True,monoclinic
mp-23743,5.3984,True,trigonal
mp-1203296,3.5696,True,monoclinic
mp-699485,3.3869,False,cubic
mp-1228800,6.3213,False,monoclinic
mp-572874,5.1156,False,triclinic
mp-1197821,3.5761000000000003,False,triclinic
mp-541900,5.5677,True,orthorhombic
mp-1199829,4.3958,True,orthorhombic
mp-699469,4.9406,True,orthorhombic
mp-1201838,3.3823,True,tetragonal
mp-695979,0.11760000000000001,False,triclinic
mp-707784,3.3987,False,monoclinic
mp-24554,5.3705,True,cubic
mp-1197837,5.384399999999999,False,orthorhombic
mp-721813,5.2875,False,trigonal
mp-708992,5.6231,False,monoclinic
mp-1201938,5.3382,True,monoclinic
mp-1195722,4.6703,True,triclinic
mp-643387,4.496700000000001,False,triclinic
mp-1106356,3.110699999999999,False,cubic
mp-1183246,3.0448,False,orthorhombic
mp-23933,2.197699999999999,False,trigonal
mp-570130,3.1862,False,orthorhombic
mp-759356,5.1434,True,orthorhombic
mp-1202309,6.6655,True,tetragonal
mp-696815,6.8114,True,tetragonal
mp-1192001,4.837899999999999,False,monoclinic
mp-1200831,4.5994,False,orthorhombic
mp-1190676,5.1309000000000005,True,monoclinic
mp-1191939,4.2593,False,monoclinic
mp-740718,5.3867,True,orthorhombic
mp-1198123,4.6652000000000005,True,monoclinic
mp-1202937,5.175000000000001,True,monoclinic
mp-1193266,5.326700000000001,False,triclinic
mp-1200764,6.0133,False,monoclinic
mp-23807,5.6572,False,orthorhombic
mp-625152,5.546000000000001,False,orthorhombic
mp-1105277,5.6906,False,monoclinic
mp-568001,1.1967,False,orthorhombic
mp-570828,1.2341,False,orthorhombic
mp-30930,3.2639,False,monoclinic
mp-27935,2.291,False,monoclinic
mp-638061,4.186100000000001,False,orthorhombic
mp-571260,3.0861,False,monoclinic
mp-1330,4.417499999999999,False,cubic
mp-661,4.0467,True,hexagonal
mp-773092,5.667,False,monoclinic
mp-1182869,0.13690000000000002,False,orthorhombic
mp-1550,1.6294,False,cubic
mp-24045,5.5969999999999995,True,orthorhombic
mp-24398,5.4241,False,monoclinic
mp-1197634,4.851199999999999,True,orthorhombic
mp-1197086,4.8347,True,orthorhombic
mp-721876,5.5286,True,monoclinic
mp-28046,1.686,True,orthorhombic
mp-556596,5.7133,False,monoclinic
mp-722269,5.9782,False,monoclinic
mp-683949,3.7338,True,orthorhombic
mp-1203322,6.048999999999999,False,orthorhombic
mp-1194217,3.3516,False,monoclinic
mp-569751,5.5737,False,monoclinic
mp-1196119,5.6312,False,monoclinic
mp-568423,1.4878,False,orthorhombic
mp-567975,3.8585000000000003,False,triclinic
mp-1019510,5.4907,False,orthorhombic
mp-1019512,5.2949,False,monoclinic
mp-1019513,5.6414,False,monoclinic
mp-1019514,5.477899999999999,False,triclinic
mp-1199762,5.6196,True,monoclinic
mp-13024,4.970000000000001,False,orthorhombic
mp-3955,5.6177,False,trigonal
mp-4051,5.475,True,orthorhombic
mp-5331,5.6126000000000005,False,trigonal
mp-541338,5.7862,False,monoclinic
mp-5440,5.787199999999999,True,orthorhombic
mp-545974,5.3232,True,hexagonal
mp-551798,0.018199999999999,False,tetragonal
mp-554185,5.6897,True,monoclinic
mp-554273,5.6342,True,orthorhombic
mp-557362,5.7275,True,orthorhombic
mp-557604,5.667,False,trigonal
mp-557842,5.4928,True,orthorhombic
mp-557915,5.4597,False,monoclinic
mp-558056,5.648,False,monoclinic
mp-558088,5.6341,False,monoclinic
mp-559145,5.6623,True,trigonal
mp-560151,5.4854,False,hexagonal
mp-560815,5.4968,True,hexagonal
mp-561027,5.6667000000000005,True,orthorhombic
mp-5724,5.4878,False,monoclinic
mp-5859,5.508100000000001,True,hexagonal
mp-667310,5.55,True,orthorhombic
mp-667363,5.5568,True,orthorhombic
